filename,ch1峰峰值,label,delta,ch1归一化峰峰值,target归一化峰峰值,vth,target_vth,delta_vth
sample_138.png,5.2658128,1,1.0658127999999998,0.857514802201495,0.6839519061810704,1.7135998357852613,0.5701433055514693,-1.143456530233792
sample_007.png,4.5025,1,0.3025000000000002,0.7332126919833974,0.6839519061810704,0.8986889557381063,0.5701433055514693,-0.32854565018663695
sample_098.png,5.1615624,1,0.9615624,0.8405380860884144,0.6839519061810704,1.6568584429940658,0.5701433055514693,-1.0867151374425965
sample_061.png,1.20224998,0,-2.99775002,0.1957815867624199,0.6839519061810704,-1.6646716310793905,0.5701433055514693,2.23481493663086
sample_113.png,5.6175936,1,1.4175936,0.9148007481128052,0.6839519061810704,1.8541773920258786,0.5701433055514693,-1.2840340864744093
sample_181.png,4.69,1,0.4900000000000002,0.7637462369021952,0.6839519061810704,1.1684397192745546,0.5701433055514693,-0.5982964137230853
sample_197.png,5.12,1,0.92,0.8337698332493049,0.6839519061810704,1.6311782794681138,0.5701433055514693,-1.0610349739166445
sample_184.png,5.63,1,1.4299999999999995,0.9168210754284348,0.6839519061810704,1.8581873649002822,0.5701433055514693,-1.288044059348813
sample_010.png,5.5857816,1,1.3857815999999996,0.909620304747702,0.6839519061810704,1.8436684405371737,0.5701433055514693,-1.2735251349857044
sample_105.png,0.64374996,0,-3.55625004,0.1048323310407161,0.6839519061810704,-2.2914550515759395,0.5701433055514693,2.861598357127409
sample_200.png,4.85,1,0.6499999999999995,0.789801528566236,0.6839519061810704,1.3929683169293068,0.5701433055514693,-0.8228250113778375
sample_216.png,3.68,0,-0.52,0.5992722082729378,0.6839519061810704,0.15180470657825998,0.5701433055514693,0.41833859897320935
sample_202.png,5.74,1,1.54,0.9347340884474628,0.6839519061810704,1.8917812303131276,0.5701433055514693,-1.3216379247616583
sample_240.png,5.83,1,1.63,0.9493901900084858,0.6839519061810704,1.9169722787030712,0.5701433055514693,-1.3468289731516019
sample_068.png,5.798281,1,1.598281,0.9442248912816624,0.6839519061810704,1.9083064706360127,0.5701433055514693,-1.3381631650845434
sample_224.png,5.13,1,0.9299999999999996,0.8353982889783074,0.6839519061810704,1.6375420000446441,0.5701433055514693,-1.0673986944931748
sample_194.png,5.39,1,1.1899999999999995,0.8777381379323737,0.6839519061810704,1.7703763351085566,0.5701433055514693,-1.2002330295570873
sample_016.png,5.0146874,1,0.8146873999999995,0.8166201425686893,0.6839519061810704,1.5556246274321865,0.5701433055514693,-0.9854813218807172
sample_163.png,5.23,1,1.0300000000000002,0.8516828462683329,0.6839519061810704,1.6951999420084891,0.5701433055514693,-1.1250566364570198
sample_025.png,5.290531,1,1.0905309999999997,0.8615400516415581,0.6839519061810704,1.7257183905591116,0.5701433055514693,-1.1555750850076423
sample_247.png,6.01,1,1.81,0.9787023931305316,0.6839519061810704,1.9623749967767148,0.5701433055514693,-1.3922316912252455
sample_020.png,5.3996562,1,1.1996561999999995,0.879310607353413,0.6839519061810704,1.7744025208429028,0.5701433055514693,-1.2042592152914335
sample_115.png,5.8618126,1,1.6618126000000002,0.9545707310809324,0.6839519061810704,1.925447255496153,0.5701433055514693,-1.3553039499446837
sample_069.png,3.660969,0,-0.539031,0.5961730941750731,0.6839519061810704,0.13806653294192428,0.5701433055514693,0.432076772609545
sample_176.png,3.96,0,-0.2400000000000002,0.6448689686850092,0.6839519061810704,0.3640051572816613,0.5701433055514693,0.20613814826980803
sample_046.png,4.2704376,1,0.0704375999999999,0.6954223575067893,0.6839519061810704,0.6376914896966187,0.5701433055514693,-0.0675481841451494
sample_056.png,4.5260316,1,0.3260315999999994,0.737044708866657,0.6839519061810704,0.9295817061643937,0.5701433055514693,-0.3594384006129244
sample_011.png,4.0793128,0,-0.1206871999999998,0.6642985299553428,0.6839519061810704,0.46263204073049585,0.5701433055514693,0.10751126482097345
sample_031.png,4.3030628,1,0.1030628,0.7007352268917747,0.6839519061810704,0.6704643621033984,0.5701433055514693,-0.10032105655192913
sample_121.png,5.8285,1,1.6284999999999998,0.9491459216491354,0.6839519061810704,1.9165674149759608,0.5701433055514693,-1.3464241094244915
sample_201.png,5.74,1,1.54,0.9347340884474628,0.6839519061810704,1.8917812303131276,0.5701433055514693,-1.3216379247616583
sample_034.png,3.7875004,0,-0.4124996000000003,0.6167781724979443,0.6839519061810704,0.23080662242771288,0.5701433055514693,0.3393366831237564
sample_141.png,4.2916254,1,0.0916253999999998,0.6988726969362854,0.6839519061810704,0.6588580110427225,0.5701433055514693,-0.08871470549125315
sample_160.png,4.31,1,0.1099999999999994,0.7018649192000983,0.6839519061810704,0.6775681798292832,0.5701433055514693,-0.10742487427781389
sample_026.png,3.0817502,0,-1.1182498,0.5018498768544749,0.6839519061810704,-0.2601758334884214,0.5701433055514693,0.8303191390398907
sample_112.png,5.2900938,1,1.0900938,0.8614688555570862,0.6839519061810704,1.725507922795967,0.5701433055514693,-1.1553646172444978
sample_019.png,4.7884062,1,0.5884061999999997,0.7797712509181323,0.6839519061810704,1.3133410126971004,0.5701433055514693,-0.743197707145631
sample_196.png,3.35,0,-0.8500000000000001,0.5455331692158538,0.6839519061810704,-0.07909199503024017,0.5701433055514693,0.6492353005817095
sample_174.png,5.51,1,1.3099999999999996,0.8972796066804042,0.6839519061810704,1.8172020821107981,0.5701433055514693,-1.2470587765593288
sample_159.png,5.27,1,1.0699999999999994,0.8581966691843429,0.6839519061810704,1.7156847267983968,0.5701433055514693,-1.1455414212469275
sample_119.png,5.2729378,1,1.0729378,0.8586750769084094,0.6839519061810704,1.7171395771878109,0.5701433055514693,-1.1469962716363415
sample_097.png,4.9709374,1,0.7709374000000002,0.8094956487543034,0.6839519061810704,1.5186441841721616,0.5701433055514693,-0.9485008786206923
sample_109.png,4.4823126,1,0.2823126,0.7299252632650309,0.6839519061810704,0.8729420673247832,0.5701433055514693,-0.3027987617733139
sample_185.png,5.65,1,1.4500000000000002,0.92007798688644,0.6839519061810704,1.8645517515219243,0.5701433055514693,-1.294408445970455
